DAILY VALUES

Stations
Stnr;Name;Operates from;Operates until;Altitude;Latitude;Longitude;Municipality;County;Region
39040;KJEVIK;Jun 1939;;12;58.2000;8.0767;Kristiansand;Vest-Agder;AGDER
39100;OKSØY FYR;May 1864;;9;58.0732;8.0532;Kristiansand;Vest-Agder;AGDER
39150;KRISTIANSAND - SØMSKLEIVA;Nov 1974;;12;58.1505;8.0527;Kristiansand;Vest-Agder;AGDER
41110;MANDAL II;Jun 1949;Aug 2007;138;58.0475;7.4472;Mandal;Vest-Agder;AGDER
41480;ÅSERAL;Jul 1895;;268;58.6172;7.4128;Åseral;Vest-Agder;AGDER
41660;KONSMO - EIKELAND;Jul 1964;May 1989;260;58.2500;7.3167;Audnedal;Vest-Agder;AGDER
41670;KONSMO - HØYLAND;Jan 1992;Jun 2016;263;58.2670;7.3807;Audnedal;Vest-Agder;AGDER
41680;KONSMO - HÆGELAND;Jan 1951;Nov 1990;320;58.2677;7.3121;Audnedal;Vest-Agder;AGDER
41770;LINDESNES FYR;Jan 1863;;16;57.9826;7.0478;Lindesnes;Vest-Agder;AGDER
42160;LISTA FYR;Jul 1867;;14;58.1090;6.5675;Farsund;Vest-Agder;AGDER
42550;SOLHOM I KVINESDAL;Jan 1979;May 2010;650;58.7667;7.0167;Kvinesdal;Vest-Agder;AGDER
42600;SIRDAL - ROSKREPP;Jan 1990;May 2010;840;59.0267;7.0833;Sirdal;Vest-Agder;AGDER
42920;SIRDAL - TJØRHOM;Sep 1974;Apr 2010;500;58.8875;6.8485;Sirdal;Vest-Agder;AGDER
42921;SIRDAL - TJØRHOM II;Jan 1998;May 2010;500;58.8858;6.8442;Sirdal;Vest-Agder;AGDER
43000;SIRDAL - DUGE;Jan 1990;Jun 2004;760;59.1193;6.8938;Sirdal;Vest-Agder;AGDER

Elements
Code;Name;Unit
TAM;Mean temperature;degC
TAN;Minimum temperature;degC
TAX;Maximum temperature;degC


****************** NOTE *****************
42550 No data for TAN, TAX
********************************************
****************** NOTE *****************
42600 No data for TAN, TAX
********************************************
****************** NOTE *****************
43000 No data for TAN, TAX
********************************************
****************** NOTE *****************
42921 No data for TAN, TAX
********************************************
****************** NOTE *****************
No data for: 39150, 39150, 39150, 39150, 39150, 39150, 39150, 41110, 41670, 41670, 41670, 41670, 41670, 41670, 41680, 41680, 42600, 42600, 42600, 42600, 42600, 42600, 42600, 42600, 42600, 42600, 42920, 42920, 42921
********************************************

Quality information for calculated values
Explanation;Code
OK;OK
Slightly uncertain;LU
Very uncertain;SU
Very uncertain, modeldata;SU-M
Erroneous;FE

****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain, modeldata' (Level 6 or more).
********************************************

St.no;Date;TAM;fTAM;TAN;fTAN;TAX;fTAX
42921;14.10.2003;-0.5;;-9999;;-9999;
42921;15.10.2003;0.1;;-9999;;-9999;
42921;16.10.2003;-0.4;;-9999;;-9999;
42921;17.10.2003;0.4;;-9999;;-9999;
42921;18.10.2003;2.0;;-9999;;-9999;
42921;19.10.2003;-1.6;;-9999;;-9999;
42921;20.10.2003;-4.3;;-9999;;-9999;
42921;21.10.2003;-1.5;;-9999;;-9999;
42921;22.10.2003;-3.5;;-9999;;-9999;
42921;23.10.2003;-7.2;;-9999;;-9999;
42921;24.10.2003;-2.7;;-9999;;-9999;
42921;25.10.2003;1.4;;-9999;;-9999;
42921;26.10.2003;-2.4;;-9999;;-9999;
42921;27.10.2003;2.9;;-9999;;-9999;
42921;28.10.2003;4.3;;-9999;;-9999;
42921;29.10.2003;1.8;;-9999;;-9999;
42921;30.10.2003;2.6;;-9999;;-9999;
42921;31.10.2003;1.1;;-9999;;-9999;
42921;01.11.2003;1.1;;-9999;;-9999;
42921;02.11.2003;1.1;;-9999;;-9999;
42921;03.11.2003;3.3;;-9999;;-9999;
42921;04.11.2003;1.6;;-9999;;-9999;
42921;05.11.2003;5.0;;-9999;;-9999;
42921;06.11.2003;3.0;;-9999;;-9999;
42921;07.11.2003;0.6;;-9999;;-9999;
42921;08.11.2003;5.6;;-9999;;-9999;
42921;09.11.2003;4.0;;-9999;;-9999;
42921;10.11.2003;2.9;;-9999;;-9999;
42921;11.11.2003;2.7;;-9999;;-9999;
42921;12.11.2003;3.0;;-9999;;-9999;
42921;13.11.2003;1.3;;-9999;;-9999;
42921;14.11.2003;2.3;;-9999;;-9999;
42921;15.11.2003;2.5;;-9999;;-9999;
42921;16.11.2003;0.6;;-9999;;-9999;
42921;17.11.2003;-2.0;;-9999;;-9999;
42921;18.11.2003;1.3;;-9999;;-9999;
42921;19.11.2003;4.1;;-9999;;-9999;
42921;20.11.2003;1.0;;-9999;;-9999;
42921;21.11.2003;1.9;;-9999;;-9999;
42921;22.11.2003;-0.2;;-9999;;-9999;
42921;23.11.2003;-2.0;;-9999;;-9999;
42921;24.11.2003;-3.9;;-9999;;-9999;
42921;25.11.2003;1.0;;-9999;;-9999;
42921;26.11.2003;3.8;;-9999;;-9999;
42921;27.11.2003;2.6;;-9999;;-9999;
42921;28.11.2003;0.8;;-9999;;-9999;
42921;29.11.2003;3.3;;-9999;;-9999;
42921;30.11.2003;1.5;;-9999;;-9999;
42921;01.12.2003;1.4;;-9999;;-9999;
42921;02.12.2003;3.0;;-9999;;-9999;
42921;03.12.2003;3.1;;-9999;;-9999;
42921;04.12.2003;4.8;;-9999;;-9999;
42921;05.12.2003;2.2;;-9999;;-9999;
42921;06.12.2003;-4.7;;-9999;;-9999;
42921;07.12.2003;0.3;;-9999;;-9999;
42921;08.12.2003;3.0;;-9999;;-9999;
42921;09.12.2003;-2.1;;-9999;;-9999;
42921;10.12.2003;2.5;;-9999;;-9999;
42921;11.12.2003;0.1;;-9999;;-9999;
42921;12.12.2003;-2.4;;-9999;;-9999;
42921;13.12.2003;0.2;;-9999;;-9999;
42921;14.12.2003;-0.2;;-9999;;-9999;
42921;15.12.2003;-2.9;;-9999;;-9999;
42921;16.12.2003;-2.9;;-9999;;-9999;
42921;17.12.2003;1.9;;-9999;;-9999;
42921;18.12.2003;3.1;;-9999;;-9999;
42921;19.12.2003;2.3;;-9999;;-9999;
42921;20.12.2003;-1.9;;-9999;;-9999;
42921;21.12.2003;-2.2;;-9999;;-9999;
42921;22.12.2003;-9.3;;-9999;;-9999;
42921;23.12.2003;-5.5;;-9999;;-9999;
42921;24.12.2003;1.7;;-9999;;-9999;
42921;25.12.2003;2.3;;-9999;;-9999;
42921;26.12.2003;-0.3;;-9999;;-9999;
42921;27.12.2003;1.6;;-9999;;-9999;
42921;28.12.2003;-0.8;;-9999;;-9999;
42921;29.12.2003;-9.8;;-9999;;-9999;
42921;30.12.2003;-15.4;;-9999;;-9999;
42921;31.12.2003;-16.1;;-9999;;-9999;
42921;01.01.2004;-5.0;;-9999;;-9999;
42921;02.01.2004;-7.5;;-9999;;-9999;
42921;03.01.2004;-4.8;;-9999;;-9999;
42921;04.01.2004;-7.3;;-9999;;-9999;
42921;05.01.2004;-9.9;;-9999;;-9999;
42921;06.01.2004;-2.4;;-9999;;-9999;
42921;07.01.2004;-6.1;;-9999;;-9999;
42921;08.01.2004;0.1;;-9999;;-9999;
42921;09.01.2004;-0.6;;-9999;;-9999;
42921;10.01.2004;-1.0;;-9999;;-9999;
42921;11.01.2004;1.1;;-9999;;-9999;
42921;12.01.2004;-0.2;;-9999;;-9999;
42921;13.01.2004;-0.3;;-9999;;-9999;
42921;14.01.2004;-8.2;;-9999;;-9999;
42921;15.01.2004;-3.4;;-9999;;-9999;
42921;16.01.2004;-3.4;;-9999;;-9999;
42921;17.01.2004;-15.5;;-9999;;-9999;
42921;18.01.2004;-11.9;;-9999;;-9999;
42921;19.01.2004;-7.6;;-9999;;-9999;
42921;20.01.2004;-15.9;;-9999;;-9999;
42921;21.01.2004;-8.0;;-9999;;-9999;
42921;22.01.2004;-5.0;;-9999;;-9999;
42921;23.01.2004;-0.3;;-9999;;-9999;
42921;24.01.2004;-0.1;;-9999;;-9999;
42921;25.01.2004;-2.7;;-9999;;-9999;
42921;26.01.2004;-1.9;;-9999;;-9999;
42921;27.01.2004;-9.9;;-9999;;-9999;
42921;28.01.2004;-12.0;;-9999;;-9999;
42921;29.01.2004;-10.9;;-9999;;-9999;
42921;30.01.2004;-9.5;;-9999;;-9999;
42921;31.01.2004;-9.6;;-9999;;-9999;
42921;01.02.2004;-15.7;;-9999;;-9999;
42921;02.02.2004;-1.3;;-9999;;-9999;
42921;03.02.2004;1.2;;-9999;;-9999;
42921;04.02.2004;3.9;;-9999;;-9999;
42921;05.02.2004;2.3;;-9999;;-9999;
42921;06.02.2004;1.5;;-9999;;-9999;
42921;07.02.2004;-1.0;;-9999;;-9999;
42921;08.02.2004;-5.0;;-9999;;-9999;
42921;09.02.2004;-4.2;;-9999;;-9999;
42921;10.02.2004;-4.3;;-9999;;-9999;
42921;11.02.2004;-9.2;;-9999;;-9999;
42921;12.02.2004;-1.0;;-9999;;-9999;
42921;13.02.2004;-4.2;;-9999;;-9999;
42921;14.02.2004;-6.6;;-9999;;-9999;
42921;15.02.2004;-5.7;;-9999;;-9999;
42921;16.02.2004;-4.6;;-9999;;-9999;
42921;17.02.2004;1.3;;-9999;;-9999;
42921;18.02.2004;-0.9;;-9999;;-9999;
42921;19.02.2004;-8.5;;-9999;;-9999;
42921;20.02.2004;-9.4;;-9999;;-9999;
42921;21.02.2004;-6.2;;-9999;;-9999;
42921;22.02.2004;-4.7;;-9999;;-9999;
42921;23.02.2004;-9.5;;-9999;;-9999;
42921;24.02.2004;-2.8;;-9999;;-9999;
42921;25.02.2004;-2.0;;-9999;;-9999;
42921;26.02.2004;-6.4;;-9999;;-9999;
42921;27.02.2004;-9.9;;-9999;;-9999;
42921;28.02.2004;-10.9;;-9999;;-9999;
42921;29.02.2004;-10.3;;-9999;;-9999;
42921;01.03.2004;2.6;;-9999;;-9999;
42921;02.03.2004;1.8;;-9999;;-9999;
42921;03.03.2004;-5.3;;-9999;;-9999;
42921;04.03.2004;-7.0;;-9999;;-9999;
42921;05.03.2004;-5.1;;-9999;;-9999;
42921;06.03.2004;-4.7;;-9999;;-9999;
42921;07.03.2004;-6.5;;-9999;;-9999;
42921;08.03.2004;-7.6;;-9999;;-9999;
42921;09.03.2004;-7.9;;-9999;;-9999;
42921;10.03.2004;-2.1;;-9999;;-9999;
42921;11.03.2004;-1.7;;-9999;;-9999;
42921;12.03.2004;-3.4;;-9999;;-9999;
42921;13.03.2004;-3.1;;-9999;;-9999;
42921;14.03.2004;0.9;;-9999;;-9999;
42921;15.03.2004;2.3;;-9999;;-9999;
42921;16.03.2004;4.0;;-9999;;-9999;
42921;17.03.2004;3.5;;-9999;;-9999;
42921;18.03.2004;3.6;;-9999;;-9999;
42921;19.03.2004;1.0;;-9999;;-9999;
42921;20.03.2004;0.4;;-9999;;-9999;
42921;21.03.2004;-0.7;;-9999;;-9999;
42921;22.03.2004;-0.4;;-9999;;-9999;
42921;23.03.2004;-1.0;;-9999;;-9999;
42921;24.03.2004;-1.3;;-9999;;-9999;
42921;25.03.2004;-1.9;;-9999;;-9999;
42921;26.03.2004;-3.4;;-9999;;-9999;
42921;27.03.2004;2.1;;-9999;;-9999;
42921;28.03.2004;1.0;;-9999;;-9999;
42921;29.03.2004;2.0;;-9999;;-9999;
42921;30.03.2004;1.3;;-9999;;-9999;
42921;31.03.2004;2.3;;-9999;;-9999;
42921;01.04.2004;3.3;;-9999;;-9999;
42921;02.04.2004;-0.3;;-9999;;-9999;
42921;03.04.2004;-0.4;;-9999;;-9999;
42921;04.04.2004;2.8;;-9999;;-9999;
42921;05.04.2004;2.4;;-9999;;-9999;
42921;06.04.2004;2.4;;-9999;;-9999;
42921;07.04.2004;2.2;;-9999;;-9999;
42921;08.04.2004;1.3;;-9999;;-9999;
42921;09.04.2004;0.1;;-9999;;-9999;
42921;10.04.2004;0.2;;-9999;;-9999;
42921;11.04.2004;1.2;;-9999;;-9999;
42921;12.04.2004;2.2;;-9999;;-9999;
42921;13.04.2004;1.9;;-9999;;-9999;
42921;14.04.2004;2.8;;-9999;;-9999;
42921;15.04.2004;4.6;;-9999;;-9999;
42921;16.04.2004;4.5;;-9999;;-9999;
42921;17.04.2004;5.2;;-9999;;-9999;
42921;18.04.2004;6.1;;-9999;;-9999;
42921;19.04.2004;5.9;;-9999;;-9999;
42921;20.04.2004;2.5;;-9999;;-9999;
42921;21.04.2004;4.2;;-9999;;-9999;
42921;22.04.2004;4.8;;-9999;;-9999;
42921;23.04.2004;5.5;;-9999;;-9999;
42921;24.04.2004;5.9;;-9999;;-9999;
42921;25.04.2004;5.8;;-9999;;-9999;
42921;26.04.2004;7.4;;-9999;;-9999;
42921;27.04.2004;6.5;;-9999;;-9999;
42921;28.04.2004;6.8;;-9999;;-9999;
42921;29.04.2004;6.1;;-9999;;-9999;
42921;30.04.2004;7.3;;-9999;;-9999;
42921;01.05.2004;8.5;;-9999;;-9999;
42921;02.05.2004;7.4;;-9999;;-9999;
42921;03.05.2004;5.2;;-9999;;-9999;
42921;04.05.2004;4.6;;-9999;;-9999;
42921;05.05.2004;8.7;;-9999;;-9999;
42921;06.05.2004;10.6;;-9999;;-9999;
42921;07.05.2004;13.3;;-9999;;-9999;
42921;08.05.2004;12.7;;-9999;;-9999;
42921;09.05.2004;13.2;;-9999;;-9999;
42921;10.05.2004;12.3;;-9999;;-9999;
42921;11.05.2004;10.7;;-9999;;-9999;
42921;12.05.2004;7.7;;-9999;;-9999;
42921;13.05.2004;5.7;;-9999;;-9999;
42921;14.05.2004;5.9;;-9999;;-9999;
42921;15.05.2004;7.5;;-9999;;-9999;
42921;16.05.2004;7.5;;-9999;;-9999;
42921;17.05.2004;8.0;;-9999;;-9999;
42921;18.05.2004;6.2;;-9999;;-9999;
42921;19.05.2004;5.4;;-9999;;-9999;
42921;20.05.2004;3.3;;-9999;;-9999;
42921;21.05.2004;2.1;;-9999;;-9999;
42921;22.05.2004;2.9;;-9999;;-9999;
42921;23.05.2004;4.5;;-9999;;-9999;
42921;24.05.2004;6.0;;-9999;;-9999;
42921;25.05.2004;5.6;;-9999;;-9999;
42921;26.05.2004;7.5;;-9999;;-9999;
42921;27.05.2004;8.3;;-9999;;-9999;
42921;28.05.2004;9.5;;-9999;;-9999;
42921;29.05.2004;10.0;;-9999;;-9999;
42921;30.05.2004;10.8;;-9999;;-9999;
42921;31.05.2004;11.7;;-9999;;-9999;
42921;01.06.2004;11.1;;-9999;;-9999;
42921;02.06.2004;11.4;;-9999;;-9999;
42921;03.06.2004;10.7;;-9999;;-9999;
42921;04.06.2004;8.6;;-9999;;-9999;
42921;05.06.2004;9.1;;-9999;;-9999;
42921;06.06.2004;11.5;;-9999;;-9999;
42921;07.06.2004;10.5;;-9999;;-9999;
42921;08.06.2004;10.9;;-9999;;-9999;
42921;09.06.2004;8.6;;-9999;;-9999;
42921;10.06.2004;11.3;;-9999;;-9999;
42921;11.06.2004;10.5;;-9999;;-9999;
42921;12.06.2004;12.4;;-9999;;-9999;
42921;13.06.2004;12.2;;-9999;;-9999;
42921;14.06.2004;9.8;;-9999;;-9999;
42921;15.06.2004;7.6;;-9999;;-9999;
42921;16.06.2004;6.8;;-9999;;-9999;
42921;17.06.2004;8.6;;-9999;;-9999;
42921;18.06.2004;7.1;;-9999;;-9999;
42921;19.06.2004;7.0;;-9999;;-9999;
42921;20.06.2004;4.8;;-9999;;-9999;
42921;21.06.2004;6.3;;-9999;;-9999;
42921;22.06.2004;7.6;;-9999;;-9999;
42921;23.06.2004;-9999;;-9999;;-9999;
42921;24.06.2004;-9999;;-9999;;-9999;
42921;25.06.2004;-9999;;-9999;;-9999;
42921;26.06.2004;-9999;;-9999;;-9999;
42921;27.06.2004;-9999;;-9999;;-9999;
42921;28.06.2004;-9999;;-9999;;-9999;
42921;29.06.2004;-9999;;-9999;;-9999;
42921;30.06.2004;-9999;;-9999;;-9999;
42921;01.07.2004;-9999;;-9999;;-9999;
42921;02.07.2004;-9999;;-9999;;-9999;
42921;03.07.2004;-9999;;-9999;;-9999;
42921;04.07.2004;-9999;;-9999;;-9999;
42921;05.07.2004;-9999;;-9999;;-9999;
42921;06.07.2004;-9999;;-9999;;-9999;
42921;07.07.2004;-9999;;-9999;;-9999;
42921;08.07.2004;-9999;;-9999;;-9999;
42921;09.07.2004;-9999;;-9999;;-9999;
42921;10.07.2004;-9999;;-9999;;-9999;
42921;11.07.2004;-9999;;-9999;;-9999;
42921;12.07.2004;-9999;;-9999;;-9999;
42921;13.07.2004;-9999;;-9999;;-9999;
42921;14.07.2004;-9999;;-9999;;-9999;
42921;15.07.2004;-9999;;-9999;;-9999;
42921;16.07.2004;-9999;;-9999;;-9999;
42921;17.07.2004;-9999;;-9999;;-9999;
42921;18.07.2004;-9999;;-9999;;-9999;
42921;19.07.2004;-9999;;-9999;;-9999;
42921;20.07.2004;-9999;;-9999;;-9999;
42921;21.07.2004;-9999;;-9999;;-9999;
42921;22.07.2004;-9999;;-9999;;-9999;
42921;23.07.2004;-9999;;-9999;;-9999;
42921;24.07.2004;-9999;;-9999;;-9999;
42921;25.07.2004;-9999;;-9999;;-9999;
42921;26.07.2004;-9999;;-9999;;-9999;
42921;27.07.2004;-9999;;-9999;;-9999;
42921;28.07.2004;-9999;;-9999;;-9999;
42921;29.07.2004;-9999;;-9999;;-9999;
42921;30.07.2004;-9999;;-9999;;-9999;
42921;31.07.2004;-9999;;-9999;;-9999;
42921;01.08.2004;-9999;;-9999;;-9999;
42921;02.08.2004;-9999;;-9999;;-9999;
42921;03.08.2004;-9999;;-9999;;-9999;
42921;04.08.2004;-9999;;-9999;;-9999;
42921;05.08.2004;-9999;;-9999;;-9999;
42921;06.08.2004;-9999;;-9999;;-9999;
42921;07.08.2004;-9999;;-9999;;-9999;
42921;08.08.2004;-9999;;-9999;;-9999;
42921;09.08.2004;-9999;;-9999;;-9999;
42921;10.08.2004;-9999;;-9999;;-9999;
42921;11.08.2004;-9999;;-9999;;-9999;
42921;12.08.2004;-9999;;-9999;;-9999;
42921;13.08.2004;-9999;;-9999;;-9999;
42921;14.08.2004;-9999;;-9999;;-9999;
42921;15.08.2004;-9999;;-9999;;-9999;
42921;16.08.2004;-9999;;-9999;;-9999;
42921;17.08.2004;-9999;;-9999;;-9999;
42921;18.08.2004;-9999;;-9999;;-9999;
42921;19.08.2004;-9999;;-9999;;-9999;
42921;20.08.2004;-9999;;-9999;;-9999;
42921;21.08.2004;-9999;;-9999;;-9999;
42921;22.08.2004;-9999;;-9999;;-9999;
42921;23.08.2004;-9999;;-9999;;-9999;
42921;24.08.2004;-9999;;-9999;;-9999;
42921;25.08.2004;-9999;;-9999;;-9999;
42921;26.08.2004;-9999;;-9999;;-9999;
42921;27.08.2004;-9999;;-9999;;-9999;
42921;28.08.2004;-9999;;-9999;;-9999;
42921;29.08.2004;-9999;;-9999;;-9999;
42921;30.08.2004;-9999;;-9999;;-9999;
42921;31.08.2004;-9999;;-9999;;-9999;
42921;01.09.2004;-9999;;-9999;;-9999;
42921;02.09.2004;-9999;;-9999;;-9999;
42921;03.09.2004;-9999;;-9999;;-9999;
42921;04.09.2004;-9999;;-9999;;-9999;
42921;05.09.2004;-9999;;-9999;;-9999;
42921;06.09.2004;-9999;;-9999;;-9999;
42921;07.09.2004;-9999;;-9999;;-9999;
42921;08.09.2004;-9999;;-9999;;-9999;
42921;09.09.2004;-9999;;-9999;;-9999;
42921;10.09.2004;-9999;;-9999;;-9999;
42921;11.09.2004;-9999;;-9999;;-9999;
42921;12.09.2004;-9999;;-9999;;-9999;
42921;13.09.2004;-9999;;-9999;;-9999;
42921;14.09.2004;-9999;;-9999;;-9999;
42921;15.09.2004;-9999;;-9999;;-9999;
42921;16.09.2004;-9999;;-9999;;-9999;
42921;17.09.2004;-9999;;-9999;;-9999;
42921;18.09.2004;-9999;;-9999;;-9999;
42921;19.09.2004;-9999;;-9999;;-9999;
42921;20.09.2004;-9999;;-9999;;-9999;
42921;21.09.2004;-9999;;-9999;;-9999;
42921;22.09.2004;-9999;;-9999;;-9999;
42921;23.09.2004;-9999;;-9999;;-9999;
42921;24.09.2004;-9999;;-9999;;-9999;
42921;25.09.2004;-9999;;-9999;;-9999;
42921;26.09.2004;-9999;;-9999;;-9999;
42921;27.09.2004;-9999;;-9999;;-9999;
42921;28.09.2004;-9999;;-9999;;-9999;
42921;29.09.2004;-9999;;-9999;;-9999;
42921;30.09.2004;-9999;;-9999;;-9999;
42921;01.10.2004;-9999;;-9999;;-9999;
42921;02.10.2004;-9999;;-9999;;-9999;
42921;03.10.2004;-9999;;-9999;;-9999;
42921;04.10.2004;-9999;;-9999;;-9999;
42921;05.10.2004;-9999;;-9999;;-9999;
42921;06.10.2004;-9999;;-9999;;-9999;
42921;07.10.2004;-9999;;-9999;;-9999;
42921;08.10.2004;-9999;;-9999;;-9999;
42921;09.10.2004;-9999;;-9999;;-9999;
42921;10.10.2004;-9999;;-9999;;-9999;
42921;11.10.2004;-9999;;-9999;;-9999;
42921;12.10.2004;-9999;;-9999;;-9999;
42921;13.10.2004;-9999;;-9999;;-9999;
42921;14.10.2004;-9999;;-9999;;-9999;
42921;15.10.2004;-9999;;-9999;;-9999;
42921;16.10.2004;-9999;;-9999;;-9999;
42921;17.10.2004;-9999;;-9999;;-9999;
42921;18.10.2004;-9999;;-9999;;-9999;
42921;19.10.2004;-9999;;-9999;;-9999;
42921;20.10.2004;-9999;;-9999;;-9999;
42921;21.10.2004;-9999;;-9999;;-9999;
42921;22.10.2004;-9999;;-9999;;-9999;
42921;23.10.2004;-9999;;-9999;;-9999;
42921;24.10.2004;-9999;;-9999;;-9999;
42921;25.10.2004;-9999;;-9999;;-9999;
42921;26.10.2004;-9999;;-9999;;-9999;
42921;27.10.2004;-9999;;-9999;;-9999;
42921;28.10.2004;-9999;;-9999;;-9999;
42921;29.10.2004;-9999;;-9999;;-9999;
42921;30.10.2004;-9999;;-9999;;-9999;
42921;31.10.2004;-9999;;-9999;;-9999;
42921;01.11.2004;-9999;;-9999;;-9999;
42921;02.11.2004;-9999;;-9999;;-9999;
42921;03.11.2004;-9999;;-9999;;-9999;
42921;04.11.2004;-9999;;-9999;;-9999;
42921;05.11.2004;-9999;;-9999;;-9999;
42921;06.11.2004;-9999;;-9999;;-9999;
42921;07.11.2004;-9999;;-9999;;-9999;
42921;08.11.2004;-9999;;-9999;;-9999;
42921;09.11.2004;-9999;;-9999;;-9999;
42921;10.11.2004;-9999;;-9999;;-9999;
42921;11.11.2004;-9999;;-9999;;-9999;
42921;12.11.2004;-9999;;-9999;;-9999;
42921;13.11.2004;-9999;;-9999;;-9999;
42921;14.11.2004;-9999;;-9999;;-9999;
42921;15.11.2004;-9999;;-9999;;-9999;
42921;16.11.2004;-9999;;-9999;;-9999;
42921;17.11.2004;-9999;;-9999;;-9999;
42921;18.11.2004;-9999;;-9999;;-9999;
42921;19.11.2004;-9999;;-9999;;-9999;
42921;20.11.2004;-9999;;-9999;;-9999;
42921;21.11.2004;-9999;;-9999;;-9999;
42921;22.11.2004;-9999;;-9999;;-9999;
42921;23.11.2004;-9999;;-9999;;-9999;
42921;24.11.2004;-9999;;-9999;;-9999;
42921;25.11.2004;-9999;;-9999;;-9999;
42921;26.11.2004;-9999;;-9999;;-9999;
42921;27.11.2004;-9999;;-9999;;-9999;
42921;28.11.2004;-9999;;-9999;;-9999;
42921;29.11.2004;-9999;;-9999;;-9999;
42921;30.11.2004;-9999;;-9999;;-9999;
42921;01.12.2004;-9999;;-9999;;-9999;
42921;02.12.2004;-9999;;-9999;;-9999;
42921;03.12.2004;-9999;;-9999;;-9999;
42921;04.12.2004;-9999;;-9999;;-9999;
42921;05.12.2004;-9999;;-9999;;-9999;
42921;06.12.2004;-9999;;-9999;;-9999;
42921;07.12.2004;-9999;;-9999;;-9999;
42921;08.12.2004;-9999;;-9999;;-9999;
42921;09.12.2004;-9999;;-9999;;-9999;
42921;10.12.2004;-9999;;-9999;;-9999;
42921;11.12.2004;-9999;;-9999;;-9999;
42921;12.12.2004;-9999;;-9999;;-9999;
42921;13.12.2004;-9999;;-9999;;-9999;
42921;14.12.2004;-9999;;-9999;;-9999;
42921;15.12.2004;-9999;;-9999;;-9999;
42921;16.12.2004;-9999;;-9999;;-9999;
42921;17.12.2004;-9999;;-9999;;-9999;
42921;18.12.2004;-9999;;-9999;;-9999;
42921;19.12.2004;-9999;;-9999;;-9999;
42921;20.12.2004;-9999;;-9999;;-9999;
42921;21.12.2004;-9999;;-9999;;-9999;
42921;22.12.2004;-9999;;-9999;;-9999;
42921;23.12.2004;-9999;;-9999;;-9999;
42921;24.12.2004;-9999;;-9999;;-9999;
42921;25.12.2004;-9999;;-9999;;-9999;
42921;26.12.2004;-9999;;-9999;;-9999;
42921;27.12.2004;-9999;;-9999;;-9999;
42921;28.12.2004;-9999;;-9999;;-9999;
42921;29.12.2004;-9999;;-9999;;-9999;
42921;30.12.2004;-9999;;-9999;;-9999;
42921;31.12.2004;-9999;;-9999;;-9999;
42921;01.01.2005;-9999;;-9999;;-9999;
42921;02.01.2005;-9999;;-9999;;-9999;
42921;03.01.2005;-9999;;-9999;;-9999;
42921;04.01.2005;-9999;;-9999;;-9999;
42921;05.01.2005;-9999;;-9999;;-9999;
42921;06.01.2005;-9999;;-9999;;-9999;
42921;07.01.2005;-9999;;-9999;;-9999;
42921;08.01.2005;-9999;;-9999;;-9999;
42921;09.01.2005;-9999;;-9999;;-9999;
42921;10.01.2005;-9999;;-9999;;-9999;
42921;11.01.2005;-9999;;-9999;;-9999;
42921;12.01.2005;-9999;;-9999;;-9999;
42921;13.01.2005;-9999;;-9999;;-9999;
42921;14.01.2005;-9999;;-9999;;-9999;
42921;15.01.2005;-9999;;-9999;;-9999;
42921;16.01.2005;-9999;;-9999;;-9999;
42921;17.01.2005;-9999;;-9999;;-9999;
42921;18.01.2005;-9999;;-9999;;-9999;
42921;19.01.2005;-9999;;-9999;;-9999;
42921;20.01.2005;-9999;;-9999;;-9999;
42921;21.01.2005;-9999;;-9999;;-9999;
42921;22.01.2005;-9999;;-9999;;-9999;
42921;23.01.2005;-9999;;-9999;;-9999;
42921;24.01.2005;-9999;;-9999;;-9999;
42921;25.01.2005;-9999;;-9999;;-9999;
42921;26.01.2005;-9999;;-9999;;-9999;
42921;27.01.2005;-9999;;-9999;;-9999;
42921;28.01.2005;-9999;;-9999;;-9999;
42921;29.01.2005;-9999;;-9999;;-9999;
42921;30.01.2005;-9999;;-9999;;-9999;
42921;31.01.2005;-9999;;-9999;;-9999;
42921;01.02.2005;-9999;;-9999;;-9999;
42921;02.02.2005;-9999;;-9999;;-9999;
42921;03.02.2005;-9999;;-9999;;-9999;
42921;04.02.2005;-9999;;-9999;;-9999;
42921;05.02.2005;-9999;;-9999;;-9999;
42921;06.02.2005;-9999;;-9999;;-9999;
42921;07.02.2005;-9999;;-9999;;-9999;
42921;08.02.2005;-9999;;-9999;;-9999;
42921;09.02.2005;-9999;;-9999;;-9999;
42921;10.02.2005;-9999;;-9999;;-9999;
42921;11.02.2005;-9999;;-9999;;-9999;
42921;12.02.2005;-9999;;-9999;;-9999;
42921;13.02.2005;-9999;;-9999;;-9999;
42921;14.02.2005;-9999;;-9999;;-9999;
42921;15.02.2005;-9999;;-9999;;-9999;
42921;16.02.2005;-9999;;-9999;;-9999;
42921;17.02.2005;-9999;;-9999;;-9999;
42921;18.02.2005;-9999;;-9999;;-9999;
42921;19.02.2005;-9999;;-9999;;-9999;
42921;20.02.2005;-9999;;-9999;;-9999;
42921;21.02.2005;-9999;;-9999;;-9999;
42921;22.02.2005;-9999;;-9999;;-9999;
42921;23.02.2005;-9999;;-9999;;-9999;
42921;24.02.2005;-9999;;-9999;;-9999;
